item_id,score,extracted,gold,latency_ms,provider,engine_latency_ms,finish,error
gsm8k/test/126,0.0,None,82,2967.7,openrouter,2526,stop,
gsm8k/test/127,0.0,None,120,3426.5,openrouter,2763,stop,
gsm8k/test/128,0.0,None,880,23039.0,openrouter,22369,stop,
gsm8k/test/129,0.0,None,10000,22543.8,openrouter,17948,stop,
gsm8k/test/130,0.0,None,30,9096.9,openrouter,8087,stop,
gsm8k/test/131,1.0,$940,940,14424.4,openrouter,13519,stop,
gsm8k/test/132,0.0,None,60,6452.8,openrouter,5465,stop,
gsm8k/test/133,0.0,None,13,11590.6,openrouter,11097,stop,
gsm8k/test/134,1.0,$720,720,22729.5,openrouter,22251,stop,
gsm8k/test/135,1.0,40,40,52753.0,openrouter,9042,stop,
gsm8k/test/136,0.0,None,6,11167.3,openrouter,10454,stop,
gsm8k/test/137,0.0,None,29,26869.8,openrouter,26077,stop,
gsm8k/test/138,0.0,None,105,5649.5,openrouter,4901,stop,
gsm8k/test/139,0.0,None,70,47449.2,openrouter,10425,stop,
gsm8k/test/140,0.0,None,20,42268.4,openrouter,4681,stop,
gsm8k/test/141,1.0,400,400,80037.3,openrouter,5655,stop,
gsm8k/test/142,0.0,None,140,26566.3,openrouter,26059,stop,
gsm8k/test/143,0.0,None,16,47107.1,openrouter,17404,stop,
gsm8k/test/144,0.0,None,20,74950.5,openrouter,13434,stop,
gsm8k/test/145,0.0,None,4000,8070.8,openrouter,7323,stop,
gsm8k/test/146,0.0,None,"2,125",66110.5,openrouter,28542,stop,
gsm8k/test/147,0.0,None,75,70209.8,openrouter,16678,stop,
gsm8k/test/148,0.0,None,30,95489.6,openrouter,3270,stop,
gsm8k/test/149,0.0,None,16,10709.4,openrouter,9946,stop,
gsm8k/test/150,0.0,None,4,27954.6,openrouter,27224,stop,
gsm8k/test/151,0.0,None,5,13105.1,openrouter,12702,stop,
gsm8k/test/152,0.0,None,4,17487.5,openrouter,16662,stop,
gsm8k/test/153,1.0,48,48,53506.0,openrouter,16015,stop,
gsm8k/test/154,0.0,None,272,4640.9,openrouter,3889,stop,
gsm8k/test/155,0.0,None,280,9477.2,openrouter,9186,stop,
gsm8k/test/156,0.0,None,1400,26309.6,openrouter,25621,stop,
gsm8k/test/157,1.0,80,80,14831.2,openrouter,13891,stop,
gsm8k/test/158,0.0,None,34,10395.7,openrouter,9923,stop,
gsm8k/test/159,1.0,15,15,16392.6,openrouter,15451,stop,
gsm8k/test/160,0.0,None,16,12673.9,openrouter,12008,stop,
gsm8k/test/161,0.0,None,32,19468.9,openrouter,18977,stop,
gsm8k/test/162,0.0,None,92,5311.9,openrouter,4514,stop,
gsm8k/test/163,0.0,None,50,62397.4,openrouter,24960,stop,
gsm8k/test/164,0.0,None,15,23180.8,openrouter,22873,stop,
gsm8k/test/165,0.0,None,77,12385.4,openrouter,11686,stop,
gsm8k/test/166,0.0,None,5,4045.3,openrouter,3356,stop,
gsm8k/test/167,0.0,None,16,32648.3,openrouter,31974,stop,
gsm8k/test/168,0.0,None,18,10419.0,openrouter,9925,stop,
gsm8k/test/169,1.0,120,120,7678.3,openrouter,6643,stop,
gsm8k/test/170,0.0,None,150,4276.7,openrouter,3785,stop,
gsm8k/test/171,0.0,None,1210,18861.4,openrouter,18131,stop,
gsm8k/test/172,0.0,None,51,24166.4,openrouter,23849,stop,
gsm8k/test/173,0.0,None,18000,33738.2,openrouter,26767,stop,
gsm8k/test/174,0.0,None,95,27324.8,openrouter,26418,stop,
gsm8k/test/175,0.0,None,15,12463.4,openrouter,11721,stop,
gsm8k/test/176,0.0,None,100,7540.1,openrouter,6325,stop,
gsm8k/test/177,0.0,None,350,34132.0,openrouter,33245,stop,
gsm8k/test/178,0.0,None,122,15251.4,openrouter,14936,stop,
gsm8k/test/179,0.0,None,130,11419.3,openrouter,10628,stop,
gsm8k/test/180,0.0,None,20,39970.5,openrouter,7733,stop,
gsm8k/test/181,1.0,160,160,28218.2,openrouter,27499,stop,
gsm8k/test/182,0.0,None,23,13273.7,openrouter,12779,stop,
gsm8k/test/183,0.0,None,2,20209.5,openrouter,18921,stop,
gsm8k/test/184,0.0,None,25,7464.6,openrouter,6758,stop,
gsm8k/test/185,0.0,None,30,17654.5,openrouter,16914,stop,
gsm8k/test/186,0.0,8,5,111451.5,openrouter,12701,stop,
gsm8k/test/187,0.0,None,106,5906.2,openrouter,5052,stop,
gsm8k/test/188,0.0,None,50,16122.5,openrouter,15462,stop,
gsm8k/test/189,0.0,None,34,28559.4,openrouter,28172,stop,
gsm8k/test/190,1.0,360,360,5999.3,openrouter,5204,stop,
gsm8k/test/191,0.0,None,5,46231.2,openrouter,8385,stop,
gsm8k/test/192,0.0,None,91,26919.5,openrouter,26141,stop,
gsm8k/test/193,0.0,None,24,35747.6,openrouter,34888,stop,
gsm8k/test/194,1.0,10,10,10089.0,openrouter,9354,stop,
gsm8k/test/195,0.0,None,12,20004.0,openrouter,19281,stop,
gsm8k/test/196,0.0,None,120,47768.3,openrouter,7286,stop,
gsm8k/test/197,0.0,None,6277,3562.8,openrouter,2769,stop,
gsm8k/test/198,1.0,320,320,10122.1,openrouter,9378,stop,
gsm8k/test/199,0.0,None,7500,19609.3,openrouter,18848,stop,
gsm8k/test/200,0.0,None,55,10851.4,openrouter,10132,stop,
gsm8k/test/201,0.0,None,"114,200",27046.7,openrouter,26120,stop,
gsm8k/test/202,1.0,100,100,5111.9,openrouter,4811,stop,
gsm8k/test/203,0.0,None,31,27964.0,openrouter,26896,stop,
gsm8k/test/204,0.0,None,98,13095.7,openrouter,12617,stop,
gsm8k/test/205,1.0,98,98,9031.9,openrouter,8527,stop,
gsm8k/test/206,0.0,None,860,11098.4,openrouter,10202,stop,
gsm8k/test/207,0.0,None,2600,16326.3,openrouter,15409,stop,
gsm8k/test/208,0.0,None,76,18892.2,openrouter,18160,stop,
gsm8k/test/209,0.0,None,145,31646.9,openrouter,30927,stop,
gsm8k/test/210,0.0,None,10,29458.3,openrouter,28584,stop,
gsm8k/test/211,0.0,None,4,20848.6,openrouter,19989,stop,
gsm8k/test/212,0.0,None,5,5832.9,openrouter,5148,stop,
gsm8k/test/213,0.0,None,250,20216.7,openrouter,19233,stop,
gsm8k/test/214,0.0,None,8,28381.5,openrouter,27217,stop,
gsm8k/test/215,0.0,None,44,9500.7,openrouter,8815,stop,
gsm8k/test/216,1.0,220,220,5693.9,openrouter,4984,stop,
gsm8k/test/217,1.0,15,15,12492.4,openrouter,11366,stop,
gsm8k/test/218,0.0,None,45,24912.7,openrouter,24070,stop,
gsm8k/test/219,0.0,None,54,6347.9,openrouter,6000,stop,
gsm8k/test/220,0.0,None,70,18825.0,openrouter,18098,stop,
gsm8k/test/221,0.0,None,90,11271.4,openrouter,10481,stop,
gsm8k/test/222,1.0,140,140,3364.9,openrouter,2443,stop,
gsm8k/test/223,0.0,None,20000,4528.7,openrouter,3749,stop,
gsm8k/test/224,1.0,180,180,63459.7,gemini,2854,stop,
gsm8k/test/225,1.0,9,9,45070.3,openrouter,5758,stop,
gsm8k/test/226,0.0,None,33,4820.9,openrouter,4410,stop,
gsm8k/test/227,0.0,None,9,26807.8,openrouter,26465,stop,
gsm8k/test/228,0.0,None,1,15645.4,openrouter,14974,stop,
gsm8k/test/229,0.0,None,21,5388.2,openrouter,4586,stop,
gsm8k/test/230,0.0,None,"276,000",14886.7,openrouter,13898,stop,
gsm8k/test/231,1.0,50,50,22099.5,gemini,2423,stop,
gsm8k/test/232,1.0,75,75,9928.2,gemini,2430,stop,
gsm8k/test/233,1.0,12,12,18230.7,gemini,3116,stop,
gsm8k/test/234,1.0,21,21,3633.3,gemini,3189,stop,
gsm8k/test/235,1.0,10,10,3554.2,gemini,3105,stop,
gsm8k/test/236,0.0,30,31,5536.0,gemini,4865,stop,
gsm8k/test/237,1.0,90,90,2480.6,gemini,2041,stop,
gsm8k/test/238,1.0,68,68,4201.7,gemini,2859,stop,
gsm8k/test/239,1.0,280,280,3021.8,gemini,2579,stop,
gsm8k/test/240,1.0,21,21,3204.2,gemini,2845,stop,
gsm8k/test/241,0.0,3,6,4412.8,gemini,3954,stop,
gsm8k/test/242,1.0,3,3,3521.9,gemini,3231,stop,
gsm8k/test/243,1.0,250,250,12542.8,gemini,2977,stop,
gsm8k/test/244,1.0,20,20,3369.9,gemini,3064,stop,
gsm8k/test/245,1.0,7,7,11670.2,gemini,3733,stop,
gsm8k/test/246,1.0,27000,27000,6746.8,gemini,6227,stop,
gsm8k/test/247,1.0,32,32,3787.7,gemini,3017,stop,
gsm8k/test/248,1.0,300,300,3394.5,gemini,2695,stop,
gsm8k/test/249,1.0,5600,"5,600",3639.8,gemini,3185,stop,
gsm8k/test/250,0.0,None,17,15135.8,groq,1386,stop,
gsm8k/test/251,1.0,70,70,3047.0,gemini,2240,stop,
gsm8k/test/252,0.0,48,73,4114.1,gemini,3652,stop,
gsm8k/test/253,1.0,18,18,2653.1,gemini,2344,stop,
gsm8k/test/254,1.0,84,84,35335.8,gemini,13411,stop,
gsm8k/test/255,0.0,None,192,13065.1,gemini,12655,length,
gsm8k/test/256,1.0,$45.00,45,6223.4,gemini,5730,stop,
gsm8k/test/257,0.0,None,5600,2875.8,groq,2154,stop,
gsm8k/test/258,0.0,None,6,1213.0,groq,802,stop,
gsm8k/test/259,0.0,None,168,2246.1,groq,1915,stop,
gsm8k/test/260,1.0,11,11,45881.5,gemini,6040,stop,
gsm8k/test/261,0.0,None,62,7447.9,groq,7112,stop,
gsm8k/test/262,1.0,270,270,1474.1,groq,1231,stop,
gsm8k/test/263,0.0,None,8,5483.1,groq,5232,stop,
gsm8k/test/264,0.0,None,400,2304.8,groq,1433,stop,
gsm8k/test/265,0.0,None,9500,50838.3,groq,20942,stop,
gsm8k/test/266,0.0,None,118000,3683.2,groq,3371,stop,
gsm8k/test/267,0.0,None,91,7628.4,groq,6957,stop,
gsm8k/test/268,1.0,1375,1375,23502.8,gemini,2988,stop,
gsm8k/test/269,0.0,None,4,19201.3,groq,18492,stop,
gsm8k/test/270,1.0,762,762,24245.3,gemini,3256,stop,
gsm8k/test/271,1.0,20,20,4301.4,gemini,4014,stop,
gsm8k/test/272,1.0,5,5,3122.9,gemini,2733,stop,
gsm8k/test/273,1.0,315,315,2653.2,gemini,2205,stop,
gsm8k/test/274,1.0,3200,3200,3277.2,gemini,2598,stop,
gsm8k/test/275,1.0,138,138,4291.4,gemini,3962,stop,
gsm8k/test/276,1.0,9,9,4024.7,gemini,3613,stop,
gsm8k/test/277,1.0,4,4,3933.5,gemini,3456,stop,
gsm8k/test/278,1.0,40,40,3957.9,gemini,3480,stop,
gsm8k/test/279,1.0,6,6,10866.9,gemini,5351,stop,
gsm8k/test/280,1.0,7,7,3147.5,gemini,2677,stop,
gsm8k/test/281,1.0,2450,2450,4105.7,gemini,3698,stop,
gsm8k/test/282,1.0,195,195,4359.7,gemini,3871,stop,
gsm8k/test/283,1.0,68,68,4494.4,gemini,3830,stop,
gsm8k/test/284,1.0,360,360,5226.6,gemini,4790,stop,
gsm8k/test/285,1.0,21,21,2761.0,gemini,2308,stop,
gsm8k/test/286,1.0,90,90,3657.1,gemini,3213,stop,
gsm8k/test/287,1.0,8,8,4119.5,gemini,3666,stop,
gsm8k/test/288,1.0,3,3,3333.9,gemini,2916,stop,
gsm8k/test/289,0.0,None,16,2648.2,groq,1535,stop,
gsm8k/test/290,0.0,None,390,1666.8,groq,1202,stop,
gsm8k/test/291,0.0,None,2,1567.0,groq,1172,stop,
gsm8k/test/292,0.0,None,75,9454.8,groq,9078,stop,
gsm8k/test/293,0.0,None,83,79074.8,groq,1364,stop,
gsm8k/test/294,0.0,None,3,18414.1,groq,17719,stop,
gsm8k/test/295,0.0,None,370,6699.0,groq,6281,stop,
gsm8k/test/296,0.0,None,3,2376.6,groq,1706,stop,
gsm8k/test/297,0.0,None,55,12807.3,groq,12490,stop,
gsm8k/test/298,0.0,None,500,5561.5,groq,5241,stop,
gsm8k/test/299,0.0,None,31800,68916.4,groq,1975,stop,
gsm8k/test/300,0.0,None,78,12926.1,groq,12576,stop,
gsm8k/test/301,0.0,None,8,13913.3,groq,13230,stop,
gsm8k/test/302,1.0,15,15,12998.8,groq,12526,stop,
gsm8k/test/303,0.0,None,1300,2669.1,groq,2235,stop,
gsm8k/test/304,0.0,None,3200,12287.7,groq,11839,stop,
gsm8k/test/305,0.0,None,4,3301.0,groq,2255,stop,
gsm8k/test/306,0.0,None,10,1871.9,groq,1380,stop,
gsm8k/test/307,0.0,None,16,20221.3,groq,19525,stop,
gsm8k/test/308,0.0,None,6,1640.9,groq,1308,stop,
gsm8k/test/309,0.0,None,8,20159.7,groq,19649,stop,
gsm8k/test/310,0.0,None,2050,2311.0,groq,1546,stop,
gsm8k/test/311,0.0,None,91,3284.8,groq,2839,stop,
gsm8k/test/312,1.0,32,32,4134.1,gemini,3064,stop,
gsm8k/test/313,1.0,120000,120000,5919.6,gemini,5411,stop,
gsm8k/test/314,1.0,30,30,5974.6,gemini,5172,stop,
gsm8k/test/315,0.0,None,14,64604.5,groq,1882,stop,
gsm8k/test/316,0.0,None,156,14870.3,groq,14596,stop,
gsm8k/test/317,0.0,None,12,36947.2,groq,15862,stop,
gsm8k/test/318,0.0,None,123,35282.0,groq,14867,stop,
gsm8k/test/319,0.0,None,15,3686.7,groq,3180,stop,
gsm8k/test/320,0.0,None,8,2238.1,groq,1770,stop,
gsm8k/test/321,1.0,1,1,3695.8,gemini,3352,stop,
gsm8k/test/322,0.0,None,9,3070.4,groq,2576,stop,
gsm8k/test/323,0.0,None,75,14505.2,groq,13781,stop,
gsm8k/test/324,1.0,14,14,4276.3,gemini,3113,stop,
gsm8k/test/325,1.0,224000,224000,4913.1,gemini,3933,stop,
gsm8k/test/326,1.0,14,14,19501.5,gemini,19206,stop,
gsm8k/test/327,1.0,31,31,4109.8,gemini,3494,stop,
gsm8k/test/328,1.0,2,2,4305.6,gemini,3823,stop,
gsm8k/test/329,0.0,None,14,1755.7,groq,1011,stop,
gsm8k/test/330,0.0,None,31,4408.4,groq,4116,stop,
gsm8k/test/331,0.0,None,8400,3264.0,groq,1795,stop,
gsm8k/test/332,0.0,None,44,13662.2,groq,13194,stop,
gsm8k/test/333,0.0,None,100,7513.8,groq,4603,stop,
gsm8k/test/334,0.0,None,6,6312.6,groq,5437,stop,
gsm8k/test/335,1.0,310,310,6444.1,groq,6142,stop,
gsm8k/test/336,0.0,None,72,24326.9,groq,3446,stop,
gsm8k/test/337,0.0,None,1,1691.5,groq,1221,stop,
gsm8k/test/338,0.0,None,60,30756.9,groq,13518,stop,
gsm8k/test/339,0.0,None,160,11841.8,groq,11521,stop,
gsm8k/test/340,0.0,None,4,12185.7,groq,11917,stop,
gsm8k/test/341,0.0,None,260,2845.9,groq,2081,stop,
gsm8k/test/342,0.0,None,87,39934.9,groq,19679,stop,
gsm8k/test/343,0.0,None,180000,14955.6,groq,14689,stop,
gsm8k/test/344,0.0,None,2,1904.1,groq,1140,stop,
gsm8k/test/345,0.0,None,310,8220.5,groq,7960,stop,
gsm8k/test/346,0.0,None,9,2083.6,groq,1339,stop,
gsm8k/test/347,1.0,36,36,22077.9,groq,1473,stop,
gsm8k/test/348,0.0,None,10,2289.0,groq,1518,stop,
gsm8k/test/349,0.0,None,2640,13682.9,groq,13415,stop,
gsm8k/test/350,0.0,None,8,28480.0,groq,19734,stop,
gsm8k/test/351,0.0,None,10,27487.8,groq,6651,stop,
gsm8k/test/352,0.0,None,21,2042.6,groq,1225,stop,
gsm8k/test/353,0.0,None,20,1604.1,groq,1318,stop,
gsm8k/test/354,0.0,None,45,14139.7,groq,13295,stop,
gsm8k/test/355,0.0,None,34,1362.6,groq,1077,stop,
gsm8k/test/356,0.0,None,21,15434.0,groq,6040,stop,
gsm8k/test/357,0.0,None,2,41409.1,groq,19377,stop,
gsm8k/test/358,0.0,None,20,7367.9,groq,6600,stop,
gsm8k/test/359,0.0,None,4,12552.0,groq,11794,stop,
gsm8k/test/360,0.0,None,25,8915.8,groq,8542,stop,
gsm8k/test/361,0.0,None,20,28237.4,groq,1403,stop,
gsm8k/test/362,0.0,None,23,23007.5,groq,1425,stop,
gsm8k/test/363,0.0,None,6,12863.6,groq,12400,stop,
gsm8k/test/364,0.0,None,49,2258.5,groq,1416,stop,
gsm8k/test/365,0.0,None,18,1938.8,groq,1484,stop,
gsm8k/test/366,0.0,None,9,13819.1,groq,13094,stop,
gsm8k/test/367,0.0,None,19,40215.5,groq,19035,stop,
gsm8k/test/368,0.0,None,18,12724.3,groq,12241,stop,
gsm8k/test/369,0.0,None,1198,10806.3,groq,10044,stop,
gsm8k/test/370,0.0,None,320,40815.7,groq,1138,stop,
gsm8k/test/371,0.0,None,50,11694.6,groq,11031,stop,
gsm8k/test/372,0.0,None,5,28174.0,groq,17129,stop,
gsm8k/test/373,0.0,None,240000,5133.6,groq,4300,stop,
gsm8k/test/374,0.0,None,45,6625.6,groq,5884,stop,
gsm8k/test/375,0.0,None,48,15296.0,groq,14348,stop,
gsm8k/test/376,0.0,None,15,28821.7,groq,17458,stop,
gsm8k/test/377,0.0,None,50,2046.0,groq,1314,stop,
gsm8k/test/378,0.0,None,15,7154.0,groq,6397,stop,
gsm8k/test/379,0.0,None,21,2181.5,groq,1290,stop,
gsm8k/test/380,0.0,None,803,2851.2,groq,2495,stop,
gsm8k/test/381,0.0,None,67,41723.8,groq,1079,stop,
gsm8k/test/382,0.0,None,350,24872.0,groq,4515,stop,
gsm8k/test/383,0.0,None,2,8601.1,groq,8271,stop,
gsm8k/test/384,0.0,None,32,1994.9,groq,1175,stop,
gsm8k/test/385,0.0,None,16,48785.2,groq,15358,stop,
gsm8k/test/386,0.0,None,80,1901.0,groq,1119,stop,
gsm8k/test/387,0.0,None,36,39921.5,groq,19455,stop,
gsm8k/test/388,0.0,None,88,1707.1,groq,934,stop,
gsm8k/test/389,0.0,None,6,3781.0,groq,3489,stop,
gsm8k/test/390,0.0,None,12,1845.7,groq,1151,stop,
gsm8k/test/391,0.0,None,15,1945.9,groq,1217,stop,
gsm8k/test/392,0.0,None,34,10852.6,groq,4878,stop,
gsm8k/test/393,0.0,None,20,12149.9,groq,11667,stop,
gsm8k/test/394,0.0,None,92,13518.6,groq,12780,stop,
gsm8k/test/395,0.0,None,38,2095.2,groq,1248,stop,
gsm8k/test/396,0.0,None,3,28513.5,groq,8226,stop,
gsm8k/test/397,0.0,None,25,8703.3,groq,8362,stop,
gsm8k/test/398,0.0,None,168,22416.2,groq,1555,stop,
gsm8k/test/399,0.0,None,12,6940.1,groq,1421,stop,
gsm8k/test/400,0.0,None,48,8186.2,groq,7356,stop,
gsm8k/test/401,0.0,None,14400,2188.5,groq,1476,stop,
gsm8k/test/402,0.0,None,4,11121.1,groq,10407,stop,
gsm8k/test/403,0.0,None,81,2443.6,groq,1715,stop,
gsm8k/test/404,0.0,None,22,2061.4,groq,1724,stop,
gsm8k/test/405,0.0,None,50,19005.7,groq,18695,stop,
gsm8k/test/406,0.0,None,200,8220.5,groq,7395,stop,
